FIPSTEXT,CountyName,Entity,StateName,Goats
31003,Antelope,County,Nebraska,0.01
31005,Arthur,County,Nebraska,0.01
31007,Banner,County,Nebraska,0.00
31009,Blaine,County,Nebraska,0.04
31011,Boone,County,Nebraska,0.01
31013,Box Butte,County,Nebraska,0.03
31015,Boyd,County,Nebraska,0.01
31017,Brown,County,Nebraska,(D)
31019,Buffalo,County,Nebraska,0.08
31021,Burt,County,Nebraska,0.01
31023,Butler,County,Nebraska,0.12
31025,Cass,County,Nebraska,0.12
31027,Cedar,County,Nebraska,0.06
31029,Chase,County,Nebraska,(D)
31031,Cherry,County,Nebraska,0.01
31033,Cheyenne,County,Nebraska,0.01
31035,Clay,County,Nebraska,0.19
31037,Colfax,County,Nebraska,0.05
31039,Cuming,County,Nebraska,0.16
31041,Custer,County,Nebraska,0.08
31043,Dakota,County,Nebraska,0.16
31045,Dawes,County,Nebraska,0.04
31047,Dawson,County,Nebraska,0.16
31049,Deuel,County,Nebraska,0.04
31051,Dixon,County,Nebraska,0.13
31053,Dodge,County,Nebraska,0.04
31055,Douglas,County,Nebraska,0.02
31057,Dundy,County,Nebraska,0.00
31059,Fillmore,County,Nebraska,(D)
31061,Franklin,County,Nebraska,0.01
31063,Frontier,County,Nebraska,0.01
31065,Furnas,County,Nebraska,0.10
31067,Gage,County,Nebraska,0.06
31069,Garden,County,Nebraska,0.04
31071,Garfield,County,Nebraska,0.02
31073,Gosper,County,Nebraska,0.08
31075,Grant,County,Nebraska,(D)
31077,Greeley,County,Nebraska,0.01
31079,Hall,County,Nebraska,0.09
31081,Hamilton,County,Nebraska,0.06
31083,Harlan,County,Nebraska,0.04
31085,Hayes,County,Nebraska,0.03
31087,Hitchcock,County,Nebraska,(D)
31089,Holt,County,Nebraska,0.03
31091,Hooker,County,Nebraska,0.00
31093,Howard,County,Nebraska,0.11
31095,Jefferson,County,Nebraska,0.09
31097,Johnson,County,Nebraska,0.18
31099,Kearney,County,Nebraska,(D)
31101,Keith,County,Nebraska,0.02
31103,Keya Paha,County,Nebraska,0.07
31105,Kimball,County,Nebraska,0.02
31107,Knox,County,Nebraska,0.17
31109,Lancaster,County,Nebraska,0.23
31111,Lincoln,County,Nebraska,0.11
31113,Logan,County,Nebraska,0.00
31115,Loup,County,Nebraska,(D)
31117,McPherson,County,Nebraska,(D)
31119,Madison,County,Nebraska,0.06
31121,Merrick,County,Nebraska,0.06
31123,Morrill,County,Nebraska,0.02
31125,Nance,County,Nebraska,0.08
31127,Nemaha,County,Nebraska,0.05
31129,Nuckolls,County,Nebraska,0.09
31131,Otoe,County,Nebraska,0.09
31133,Pawnee,County,Nebraska,0.07
31135,Perkins,County,Nebraska,0.01
31137,Phelps,County,Nebraska,0.06
31139,Pierce,County,Nebraska,0.07
31141,Platte,County,Nebraska,0.04
31143,Polk,County,Nebraska,0.03
31145,Red Willow,County,Nebraska,0.08
31147,Richardson,County,Nebraska,0.13
31149,Rock,County,Nebraska,(D)
31151,Saline,County,Nebraska,0.05
31153,Sarpy,County,Nebraska,0.23
31155,Saunders,County,Nebraska,0.12
31157,Scotts Bluff,County,Nebraska,0.22
31159,Seward,County,Nebraska,0.23
31161,Sheridan,County,Nebraska,0.04
31163,Sherman,County,Nebraska,0.21
31165,Sioux,County,Nebraska,0.01
31167,Stanton,County,Nebraska,0.03
31169,Thayer,County,Nebraska,0.02
31171,Thomas,County,Nebraska,(D)
31173,Thurston,County,Nebraska,(D)
31175,Valley,County,Nebraska,(D)
31177,Washington,County,Nebraska,0.25
31179,Wayne,County,Nebraska,0.07
31181,Webster,County,Nebraska,0.04
31183,Wheeler,County,Nebraska,0.01
31185,York,County,Nebraska,0.06
32001,Churchill,County,Nevada,6.88
32003,Clark,County,Nevada,1.47
32005,Douglas,County,Nevada,0.23
32007,Elko,County,Nevada,0.03
32009,Esmeralda,County,Nevada,0.35
32011,Eureka,County,Nevada,(D)
32013,Humboldt,County,Nevada,0.02
32015,Lander,County,Nevada,0.06
32017,Lincoln,County,Nevada,(D)
32019,Lyon,County,Nevada,0.38
32021,Mineral,County,Nevada,(D)
32023,Nye,County,Nevada,0.59
32027,Pershing,County,Nevada,0.88
32029,Storey,County,Nevada,0.00
32031,Washoe,County,Nevada,0.11
32033,White Pine,County,Nevada,0.14
32510,Carson City,City,Nevada,(D)
33001,Belknap,County,New Hampshire,1.63
33003,Carroll,County,New Hampshire,1.03
33005,Cheshire,County,New Hampshire,0.53
33007,Coos,County,New Hampshire,0.50
33009,Grafton,County,New Hampshire,0.72
33011,Hillsborough,County,New Hampshire,1.42
33013,Merrimack,County,New Hampshire,0.86
33015,Rockingham,County,New Hampshire,3.13
33017,Strafford,County,New Hampshire,1.28
33019,Sullivan,County,New Hampshire,0.56
34001,Atlantic,County,New Jersey,0.70
34003,Bergen,County,New Jersey,(D)
34005,Burlington,County,New Jersey,0.57
34007,Camden,County,New Jersey,1.72
34009,Cape May,County,New Jersey,0.86
34011,Cumberland,County,New Jersey,0.51
34013,Essex,County,New Jersey,(D)
34015,Gloucester,County,New Jersey,1.03
34017,Hudson,County,New Jersey,0.00
34019,Hunterdon,County,New Jersey,1.72
34021,Mercer,County,New Jersey,0.69
34023,Middlesex,County,New Jersey,2.50
34025,Monmouth,County,New Jersey,3.24
34027,Morris,County,New Jersey,2.00
34029,Ocean,County,New Jersey,2.07
34031,Passaic,County,New Jersey,2.61
34033,Salem,County,New Jersey,0.61
34035,Somerset,County,New Jersey,0.65
34037,Sussex,County,New Jersey,1.28
34039,Union,County,New Jersey,0.00
34041,Warren,County,New Jersey,1.28
35001,Bernalillo,County,New Mexico,0.35
35003,Catron,County,New Mexico,0.02
35005,Chaves,County,New Mexico,0.07
35006,Cibola,County,New Mexico,0.02
35007,Colfax,County,New Mexico,0.02
35009,Curry,County,New Mexico,0.02
35011,De Baca,County,New Mexico,(D)
35013,Do±a Ana,County,New Mexico,0.08
35015,Eddy,County,New Mexico,0.13
35017,Grant,County,New Mexico,0.03
35019,Guadalupe,County,New Mexico,(D)
35021,Harding,County,New Mexico,0.00
35023,Hidalgo,County,New Mexico,0.03
35025,Lea,County,New Mexico,0.01
35027,Lincoln,County,New Mexico,0.06
35028,Los Alamos,County,New Mexico,(D)
35029,Luna,County,New Mexico,0.03
35031,McKinley,County,New Mexico,0.34
35033,Mora,County,New Mexico,0.01
35035,Otero,County,New Mexico,0.06
35037,Quay,County,New Mexico,0.01
35039,Rio Arriba,County,New Mexico,0.05
35041,Roosevelt,County,New Mexico,0.06
35043,Sandoval,County,New Mexico,0.09
35045,San Juan,County,New Mexico,0.22
35047,San Miguel,County,New Mexico,0.01
35049,Santa Fe,County,New Mexico,0.07
35051,Sierra,County,New Mexico,0.02
35053,Socorro,County,New Mexico,0.02
35055,Taos,County,New Mexico,0.13
35057,Torrance,County,New Mexico,0.05
35059,Union,County,New Mexico,0.01
35061,Valencia,County,New Mexico,0.15
36001,Albany,County,New York,0.80
36003,Allegany,County,New York,0.19
36005,Bronx,County,New York,(D)
36007,Broome,County,New York,0.49
36009,Cattaraugus,County,New York,0.31
36011,Cayuga,County,New York,0.61
36013,Chautauqua,County,New York,0.55
36015,Chemung,County,New York,0.79
36017,Chenango,County,New York,0.68
36019,Clinton,County,New York,0.27
36021,Columbia,County,New York,0.70
36023,Cortland,County,New York,0.33
36025,Delaware,County,New York,0.56
36027,Dutchess,County,New York,2.78
36029,Erie,County,New York,0.56
36031,Essex,County,New York,0.28
36033,Franklin,County,New York,0.14
36035,Fulton,County,New York,0.77
36037,Genesee,County,New York,0.49
36039,Greene,County,New York,1.03
36041,Hamilton,County,New York,0.00
36043,Herkimer,County,New York,0.49
36045,Jefferson,County,New York,0.13
36047,Kings,County,New York,(D)
36049,Lewis,County,New York,0.23
36051,Livingston,County,New York,0.39
36053,Madison,County,New York,0.37
36055,Monroe,County,New York,0.17
36057,Montgomery,County,New York,1.23
36059,Nassau,County,New York,0.00
36061,New York,County,New York,(D)
36063,Niagara,County,New York,0.50
36065,Oneida,County,New York,0.31
36067,Onondaga,County,New York,0.48
36069,Ontario,County,New York,0.26
36071,Orange,County,New York,0.58
36073,Orleans,County,New York,0.27
36075,Oswego,County,New York,0.70
36077,Otsego,County,New York,0.75
36079,Putnam,County,New York,1.24
36081,Queens,County,New York,(D)
36083,Rensselaer,County,New York,0.29
36085,Richmond,County,New York,(D)
36087,Rockland,County,New York,(D)
36089,St. Lawrence,County,New York,0.19
36091,Saratoga,County,New York,0.57
36093,Schenectady,County,New York,0.22
36095,Schoharie,County,New York,1.00
36097,Schuyler,County,New York,0.52
36099,Seneca,County,New York,0.47
36101,Steuben,County,New York,0.55
36103,Suffolk,County,New York,0.78
36105,Sullivan,County,New York,0.94
36107,Tioga,County,New York,0.85
36109,Tompkins,County,New York,0.57
36111,Ulster,County,New York,0.46
36113,Warren,County,New York,9.82
36115,Washington,County,New York,0.33
36117,Wayne,County,New York,0.29
36119,Westchester,County,New York,(D)
36121,Wyoming,County,New York,0.54
36123,Yates,County,New York,0.29
37001,Alamance,County,North Carolina,1.37
37003,Alexander,County,North Carolina,0.83
37005,Alleghany,County,North Carolina,0.23
37007,Anson,County,North Carolina,0.58
37009,Ashe,County,North Carolina,1.25
37011,Avery,County,North Carolina,0.45
37013,Beaufort,County,North Carolina,0.25
37015,Bertie,County,North Carolina,0.25
37017,Bladen,County,North Carolina,0.21
37019,Brunswick,County,North Carolina,0.89
37021,Buncombe,County,North Carolina,2.49
37023,Burke,County,North Carolina,1.73
37025,Cabarrus,County,North Carolina,1.30
37027,Caldwell,County,North Carolina,1.17
37029,Camden,County,North Carolina,0.19
37031,Carteret,County,North Carolina,0.23
37033,Caswell,County,North Carolina,0.62
37035,Catawba,County,North Carolina,1.13
37037,Chatham,County,North Carolina,1.97
37039,Cherokee,County,North Carolina,2.37
37041,Chowan,County,North Carolina,0.05
37043,Clay,County,North Carolina,1.64
37045,Cleveland,County,North Carolina,1.37
37047,Columbus,County,North Carolina,0.42
37049,Craven,County,North Carolina,0.30
37051,Cumberland,County,North Carolina,0.69
37053,Currituck,County,North Carolina,0.29
37055,Dare,County,North Carolina,(D)
37057,Davidson,County,North Carolina,2.15
37059,Davie,County,North Carolina,0.98
37061,Duplin,County,North Carolina,0.33
37063,Durham,County,North Carolina,1.84
37065,Edgecombe,County,North Carolina,0.21
37067,Forsyth,County,North Carolina,2.84
37069,Franklin,County,North Carolina,0.91
37071,Gaston,County,North Carolina,1.66
37073,Gates,County,North Carolina,0.65
37075,Graham,County,North Carolina,2.16
37077,Granville,County,North Carolina,1.03
37079,Greene,County,North Carolina,0.07
37081,Guilford,County,North Carolina,1.46
37083,Halifax,County,North Carolina,0.14
37085,Harnett,County,North Carolina,0.74
37087,Haywood,County,North Carolina,2.31
37089,Henderson,County,North Carolina,2.08
37091,Hertford,County,North Carolina,0.15
37093,Hoke,County,North Carolina,0.59
37095,Hyde,County,North Carolina,(D)
37097,Iredell,County,North Carolina,0.57
37099,Jackson,County,North Carolina,2.10
37101,Johnston,County,North Carolina,0.95
37103,Jones,County,North Carolina,0.45
37105,Lee,County,North Carolina,0.60
37107,Lenoir,County,North Carolina,0.05
37109,Lincoln,County,North Carolina,1.18
37111,McDowell,County,North Carolina,0.79
37113,Macon,County,North Carolina,1.27
37115,Madison,County,North Carolina,1.64
37117,Martin,County,North Carolina,0.08
37119,Mecklenburg,County,North Carolina,3.76
37121,Mitchell,County,North Carolina,1.85
37123,Montgomery,County,North Carolina,0.82
37125,Moore,County,North Carolina,2.04
37127,Nash,County,North Carolina,0.50
37129,New Hanover,County,North Carolina,(D)
37131,Northampton,County,North Carolina,0.16
37133,Onslow,County,North Carolina,0.43
37135,Orange,County,North Carolina,1.26
37137,Pamlico,County,North Carolina,0.16
37139,Pasquotank,County,North Carolina,0.19
37141,Pender,County,North Carolina,0.45
37143,Perquimans,County,North Carolina,0.14
37145,Person,County,North Carolina,0.34
37147,Pitt,County,North Carolina,0.32
37149,Polk,County,North Carolina,1.01
37151,Randolph,County,North Carolina,1.73
37153,Richmond,County,North Carolina,2.40
37155,Robeson,County,North Carolina,0.22
37157,Rockingham,County,North Carolina,0.93
37159,Rowan,County,North Carolina,1.34
37161,Rutherford,County,North Carolina,1.66
37163,Sampson,County,North Carolina,0.34
37165,Scotland,County,North Carolina,0.22
37167,Stanly,County,North Carolina,1.33
37169,Stokes,County,North Carolina,1.79
37171,Surry,County,North Carolina,1.33
37173,Swain,County,North Carolina,(D)
37175,Transylvania,County,North Carolina,3.29
37177,Tyrrell,County,North Carolina,(D)
37179,Union,County,North Carolina,0.60
37181,Vance,County,North Carolina,2.06
37183,Wake,County,North Carolina,1.94
37185,Warren,County,North Carolina,0.37
37187,Washington,County,North Carolina,0.12
37189,Watauga,County,North Carolina,1.04
37191,Wayne,County,North Carolina,0.75
37193,Wilkes,County,North Carolina,1.21
37195,Wilson,County,North Carolina,0.18
37197,Yadkin,County,North Carolina,1.12
37199,Yancey,County,North Carolina,1.14
38001,Adams,County,North Dakota,0.00
38003,Barnes,County,North Dakota,0.01
38005,Benson,County,North Dakota,(D)
38007,Billings,County,North Dakota,(D)
38009,Bottineau,County,North Dakota,0.00
38011,Bowman,County,North Dakota,0.02
38013,Burke,County,North Dakota,0.01
38015,Burleigh,County,North Dakota,0.03
38017,Cass,County,North Dakota,0.01
38019,Cavalier,County,North Dakota,(D)
38021,Dickey,County,North Dakota,0.02
38023,Divide,County,North Dakota,0.01
38025,Dunn,County,North Dakota,0.02
38027,Eddy,County,North Dakota,0.00
38029,Emmons,County,North Dakota,(D)
38031,Foster,County,North Dakota,0.00
38033,Golden Valley,County,North Dakota,(D)
38035,Grand Forks,County,North Dakota,0.00
38037,Grant,County,North Dakota,0.01
38039,Griggs,County,North Dakota,0.00
38041,Hettinger,County,North Dakota,(D)
38043,Kidder,County,North Dakota,0.00
38045,LaMoure,County,North Dakota,0.00
38047,Logan,County,North Dakota,(D)
38049,McHenry,County,North Dakota,0.01
38051,McIntosh,County,North Dakota,0.01
38053,McKenzie,County,North Dakota,0.02
38055,McLean,County,North Dakota,0.02
38057,Mercer,County,North Dakota,(D)
38059,Morton,County,North Dakota,0.02
38061,Mountrail,County,North Dakota,0.01
38063,Nelson,County,North Dakota,(D)
38065,Oliver,County,North Dakota,0.02
38067,Pembina,County,North Dakota,(D)
38069,Pierce,County,North Dakota,0.00
38071,Ramsey,County,North Dakota,(D)
38073,Ransom,County,North Dakota,0.02
38075,Renville,County,North Dakota,(D)
38077,Richland,County,North Dakota,0.02
38079,Rolette,County,North Dakota,0.01
38081,Sargent,County,North Dakota,(D)
38083,Sheridan,County,North Dakota,0.00
38085,Sioux,County,North Dakota,0.00
38087,Slope,County,North Dakota,0.01
38089,Stark,County,North Dakota,0.06
38091,Steele,County,North Dakota,0.00
38093,Stutsman,County,North Dakota,0.02
38095,Towner,County,North Dakota,0.01
38097,Traill,County,North Dakota,0.01
38099,Walsh,County,North Dakota,0.05
38101,Ward,County,North Dakota,0.01
38103,Wells,County,North Dakota,0.02
38105,Williams,County,North Dakota,(D)
39001,Adams,County,Ohio,0.67
39003,Allen,County,Ohio,0.14
39005,Ashland,County,Ohio,0.46
39007,Ashtabula,County,Ohio,0.41
39009,Athens,County,Ohio,0.63
39011,Auglaize,County,Ohio,0.25
39013,Belmont,County,Ohio,1.13
39015,Brown,County,Ohio,0.30
39017,Butler,County,Ohio,0.58
39019,Carroll,County,Ohio,0.47
39021,Champaign,County,Ohio,0.45
39023,Clark,County,Ohio,0.36
39025,Clermont,County,Ohio,0.87
39027,Clinton,County,Ohio,0.25
39029,Columbiana,County,Ohio,0.71
39031,Coshocton,County,Ohio,0.70
39033,Crawford,County,Ohio,0.22
39035,Cuyahoga,County,Ohio,0.35
39037,Darke,County,Ohio,0.29
39039,Defiance,County,Ohio,0.36
39041,Delaware,County,Ohio,0.39
39043,Erie,County,Ohio,0.12
39045,Fairfield,County,Ohio,0.27
39047,Fayette,County,Ohio,0.32
39049,Franklin,County,Ohio,0.29
39051,Fulton,County,Ohio,0.19
39053,Gallia,County,Ohio,1.12
39055,Geauga,County,Ohio,1.20
39057,Greene,County,Ohio,0.38
39059,Guernsey,County,Ohio,0.48
39061,Hamilton,County,Ohio,1.14
39063,Hancock,County,Ohio,0.16
39065,Hardin,County,Ohio,0.13
39067,Harrison,County,Ohio,0.38
39069,Henry,County,Ohio,0.07
39071,Highland,County,Ohio,0.44
39073,Hocking,County,Ohio,1.16
39075,Holmes,County,Ohio,0.37
39077,Huron,County,Ohio,0.22
39079,Jackson,County,Ohio,0.70
39081,Jefferson,County,Ohio,0.53
39083,Knox,County,Ohio,0.68
39085,Lake,County,Ohio,0.45
39087,Lawrence,County,Ohio,0.99
39089,Licking,County,Ohio,0.41
39091,Logan,County,Ohio,0.23
39093,Lorain,County,Ohio,0.28
39095,Lucas,County,Ohio,0.08
39097,Madison,County,Ohio,0.08
39099,Mahoning,County,Ohio,0.31
39101,Marion,County,Ohio,0.27
39103,Medina,County,Ohio,0.65
39105,Meigs,County,Ohio,0.76
39107,Mercer,County,Ohio,0.23
39109,Miami,County,Ohio,0.26
39111,Monroe,County,Ohio,0.60
39113,Montgomery,County,Ohio,0.38
39115,Morgan,County,Ohio,0.46
39117,Morrow,County,Ohio,0.63
39119,Muskingum,County,Ohio,0.62
39121,Noble,County,Ohio,0.65
39123,Ottawa,County,Ohio,0.15
39125,Paulding,County,Ohio,0.18
39127,Perry,County,Ohio,1.14
39129,Pickaway,County,Ohio,0.14
39131,Pike,County,Ohio,0.44
39133,Portage,County,Ohio,0.74
39135,Preble,County,Ohio,0.54
39137,Putnam,County,Ohio,0.22
39139,Richland,County,Ohio,0.38
39141,Ross,County,Ohio,0.20
39143,Sandusky,County,Ohio,0.20
39145,Scioto,County,Ohio,0.93
39147,Seneca,County,Ohio,0.09
39149,Shelby,County,Ohio,0.15
39151,Stark,County,Ohio,0.67
39153,Summit,County,Ohio,1.74
39155,Trumbull,County,Ohio,0.36
39157,Tuscarawas,County,Ohio,0.79
39159,Union,County,Ohio,0.38
39161,Van Wert,County,Ohio,0.04
39163,Vinton,County,Ohio,0.21
39165,Warren,County,Ohio,0.34
39167,Washington,County,Ohio,0.35
39169,Wayne,County,Ohio,0.38
39171,Williams,County,Ohio,0.17
39173,Wood,County,Ohio,0.17
39175,Wyandot,County,Ohio,0.08
40001,Adair,County,Oklahoma,0.44
40003,Alfalfa,County,Oklahoma,0.03
40005,Atoka,County,Oklahoma,0.28
40007,Beaver,County,Oklahoma,0.02
40009,Beckham,County,Oklahoma,0.10
40011,Blaine,County,Oklahoma,0.07
40013,Bryan,County,Oklahoma,0.21
40015,Caddo,County,Oklahoma,0.15
40017,Canadian,County,Oklahoma,0.26
40019,Carter,County,Oklahoma,0.32
40021,Cherokee,County,Oklahoma,0.95
40023,Choctaw,County,Oklahoma,0.22
40025,Cimarron,County,Oklahoma,0.01
40027,Cleveland,County,Oklahoma,2.20
40029,Coal,County,Oklahoma,0.23
40031,Comanche,County,Oklahoma,0.27
40033,Cotton,County,Oklahoma,0.04
40035,Craig,County,Oklahoma,0.30
40037,Creek,County,Oklahoma,0.82
40039,Custer,County,Oklahoma,0.04
40041,Delaware,County,Oklahoma,0.42
40043,Dewey,County,Oklahoma,0.02
40045,Ellis,County,Oklahoma,0.05
40047,Garfield,County,Oklahoma,0.11
40049,Garvin,County,Oklahoma,0.51
40051,Grady,County,Oklahoma,0.33
40053,Grant,County,Oklahoma,0.06
40055,Greer,County,Oklahoma,0.15
40057,Harmon,County,Oklahoma,0.31
40059,Harper,County,Oklahoma,0.07
40061,Haskell,County,Oklahoma,0.12
40063,Hughes,County,Oklahoma,0.36
40065,Jackson,County,Oklahoma,0.10
40067,Jefferson,County,Oklahoma,0.02
40069,Johnston,County,Oklahoma,0.45
40071,Kay,County,Oklahoma,0.12
40073,Kingfisher,County,Oklahoma,0.05
40075,Kiowa,County,Oklahoma,0.10
40077,Latimer,County,Oklahoma,0.35
40079,Le Flore,County,Oklahoma,0.43
40081,Lincoln,County,Oklahoma,0.67
40083,Logan,County,Oklahoma,1.71
40085,Love,County,Oklahoma,0.43
40087,McClain,County,Oklahoma,0.26
40089,McCurtain,County,Oklahoma,0.28
40091,McIntosh,County,Oklahoma,0.31
40093,Major,County,Oklahoma,0.10
40095,Marshall,County,Oklahoma,0.38
40097,Mayes,County,Oklahoma,0.63
40099,Murray,County,Oklahoma,0.20
40101,Muskogee,County,Oklahoma,0.52
40103,Noble,County,Oklahoma,0.25
40105,Nowata,County,Oklahoma,0.30
40107,Okfuskee,County,Oklahoma,0.16
40109,Oklahoma,County,Oklahoma,1.60
40111,Okmulgee,County,Oklahoma,0.48
40113,Osage,County,Oklahoma,0.15
40115,Ottawa,County,Oklahoma,0.83
40117,Pawnee,County,Oklahoma,0.82
40119,Payne,County,Oklahoma,0.57
40121,Pittsburg,County,Oklahoma,0.46
40123,Pontotoc,County,Oklahoma,0.79
40125,Pottawatomie,County,Oklahoma,0.57
40127,Pushmataha,County,Oklahoma,0.31
40129,Roger Mills,County,Oklahoma,0.04
40131,Rogers,County,Oklahoma,0.59
40133,Seminole,County,Oklahoma,0.36
40135,Sequoyah,County,Oklahoma,0.61
40137,Stephens,County,Oklahoma,0.32
40139,Texas,County,Oklahoma,0.10
40141,Tillman,County,Oklahoma,0.08
40143,Tulsa,County,Oklahoma,0.92
40145,Wagoner,County,Oklahoma,0.50
40147,Washington,County,Oklahoma,0.25
40149,Washita,County,Oklahoma,0.07
40151,Woods,County,Oklahoma,0.07
40153,Woodward,County,Oklahoma,0.11
41001,Baker,County,Oregon,0.10
41003,Benton,County,Oregon,0.38
41005,Clackamas,County,Oregon,1.58
41007,Clatsop,County,Oregon,1.02
41009,Columbia,County,Oregon,0.59
41011,Coos,County,Oregon,0.80
41013,Crook,County,Oregon,0.05
41015,Curry,County,Oregon,0.35
41017,Deschutes,County,Oregon,1.16
41019,Douglas,County,Oregon,0.73
41021,Gilliam,County,Oregon,(D)
41023,Grant,County,Oregon,0.02
41025,Harney,County,Oregon,0.04
41027,Hood River,County,Oregon,1.56
41029,Jackson,County,Oregon,1.12
41031,Jefferson,County,Oregon,0.05
41033,Josephine,County,Oregon,1.42
41035,Klamath,County,Oregon,0.14
41037,Lake,County,Oregon,0.15
41039,Lane,County,Oregon,1.23
41041,Lincoln,County,Oregon,1.58
41043,Linn,County,Oregon,0.73
41045,Malheur,County,Oregon,0.17
41047,Marion,County,Oregon,0.66
41049,Morrow,County,Oregon,(D)
41051,Multnomah,County,Oregon,1.18
41053,Polk,County,Oregon,0.69
41055,Sherman,County,Oregon,0.01
41057,Tillamook,County,Oregon,0.59
41059,Umatilla,County,Oregon,0.07
41061,Union,County,Oregon,0.11
41063,Wallowa,County,Oregon,0.19
41065,Wasco,County,Oregon,0.02
41067,Washington,County,Oregon,0.69
41069,Wheeler,County,Oregon,(D)
41071,Yamhill,County,Oregon,1.17
42001,Adams,County,Pennsylvania,0.85
42003,Allegheny,County,Pennsylvania,1.25
42005,Armstrong,County,Pennsylvania,0.26
42007,Beaver,County,Pennsylvania,0.62
42009,Bedford,County,Pennsylvania,0.73
42011,Berks,County,Pennsylvania,1.32
42013,Blair,County,Pennsylvania,0.90
42015,Bradford,County,Pennsylvania,0.20
42017,Bucks,County,Pennsylvania,1.17
42019,Butler,County,Pennsylvania,0.49
42021,Cambria,County,Pennsylvania,0.63
42023,Cameron,County,Pennsylvania,0.00
42025,Carbon,County,Pennsylvania,1.12
42027,Centre,County,Pennsylvania,0.65
42029,Chester,County,Pennsylvania,0.65
42031,Clarion,County,Pennsylvania,0.73
42033,Clearfield,County,Pennsylvania,0.38
42035,Clinton,County,Pennsylvania,0.41
42037,Columbia,County,Pennsylvania,0.42
42039,Crawford,County,Pennsylvania,0.45
42041,Cumberland,County,Pennsylvania,0.73
42043,Dauphin,County,Pennsylvania,1.21
42045,Delaware,County,Pennsylvania,0.44
42047,Elk,County,Pennsylvania,0.63
42049,Erie,County,Pennsylvania,0.16
42051,Fayette,County,Pennsylvania,0.89
42053,Forest,County,Pennsylvania,0.49
42055,Franklin,County,Pennsylvania,0.56
42057,Fulton,County,Pennsylvania,0.61
42059,Greene,County,Pennsylvania,0.70
42061,Huntingdon,County,Pennsylvania,0.70
42063,Indiana,County,Pennsylvania,0.63
42065,Jefferson,County,Pennsylvania,0.60
42067,Juniata,County,Pennsylvania,0.88
42069,Lackawanna,County,Pennsylvania,0.42
42071,Lancaster,County,Pennsylvania,0.94
42073,Lawrence,County,Pennsylvania,0.67
42075,Lebanon,County,Pennsylvania,0.48
42077,Lehigh,County,Pennsylvania,0.85
42079,Luzerne,County,Pennsylvania,0.36
42081,Lycoming,County,Pennsylvania,0.54
42083,McKean,County,Pennsylvania,1.08
42085,Mercer,County,Pennsylvania,0.59
42087,Mifflin,County,Pennsylvania,1.02
42089,Monroe,County,Pennsylvania,1.25
42091,Montgomery,County,Pennsylvania,1.39
42093,Montour,County,Pennsylvania,1.43
42095,Northampton,County,Pennsylvania,1.02
42097,Northumberland,County,Pennsylvania,0.36
42099,Perry,County,Pennsylvania,1.34
42101,Philadelphia,County,Pennsylvania,0.00
42103,Pike,County,Pennsylvania,0.15
42105,Potter,County,Pennsylvania,0.23
42107,Schuylkill,County,Pennsylvania,0.40
42109,Snyder,County,Pennsylvania,0.80
42111,Somerset,County,Pennsylvania,0.28
42113,Sullivan,County,Pennsylvania,0.47
42115,Susquehanna,County,Pennsylvania,0.47
42117,Tioga,County,Pennsylvania,0.30
42119,Union,County,Pennsylvania,0.58
42121,Venango,County,Pennsylvania,0.68
42123,Warren,County,Pennsylvania,0.14
42125,Washington,County,Pennsylvania,0.63
42127,Wayne,County,Pennsylvania,0.55
42129,Westmoreland,County,Pennsylvania,0.66
42131,Wyoming,County,Pennsylvania,0.24
42133,York,County,Pennsylvania,0.93
44001,Bristol,County,Rhode Island,(D)
44003,Kent,County,Rhode Island,(D)
44005,Newport,County,Rhode Island,2.99
44007,Providence,County,Rhode Island,(D)
44009,Washington,County,Rhode Island,0.52
45001,Abbeville,County,South Carolina,1.72
45003,Aiken,County,South Carolina,1.35
45005,Allendale,County,South Carolina,0.05
45007,Anderson,County,South Carolina,2.20
45009,Bamberg,County,South Carolina,0.35
45011,Barnwell,County,South Carolina,0.81
45013,Beaufort,County,South Carolina,0.35
45015,Berkeley,County,South Carolina,0.78
45017,Calhoun,County,South Carolina,0.46
45019,Charleston,County,South Carolina,1.12
45021,Cherokee,County,South Carolina,0.83
45023,Chester,County,South Carolina,0.53
45025,Chesterfield,County,South Carolina,0.65
45027,Clarendon,County,South Carolina,0.18
45029,Colleton,County,South Carolina,0.37
45031,Darlington,County,South Carolina,0.34
45033,Dillon,County,South Carolina,0.39
45035,Dorchester,County,South Carolina,0.64
45037,Edgefield,County,South Carolina,0.85
45039,Fairfield,County,South Carolina,0.38
45041,Florence,County,South Carolina,0.47
45043,Georgetown,County,South Carolina,0.31
45045,Greenville,County,South Carolina,2.85
45047,Greenwood,County,South Carolina,1.14
45049,Hampton,County,South Carolina,0.27
45051,Horry,County,South Carolina,0.90
45053,Jasper,County,South Carolina,0.29
45055,Kershaw,County,South Carolina,0.80
45057,Lancaster,County,South Carolina,1.09
45059,Laurens,County,South Carolina,0.70
45061,Lee,County,South Carolina,0.38
45063,Lexington,County,South Carolina,2.11
45065,McCormick,County,South Carolina,0.49
45067,Marion,County,South Carolina,0.38
45069,Marlboro,County,South Carolina,0.15
45071,Newberry,County,South Carolina,1.54
45073,Oconee,County,South Carolina,1.55
45075,Orangeburg,County,South Carolina,0.65
45077,Pickens,County,South Carolina,1.78
45079,Richland,County,South Carolina,1.58
45081,Saluda,County,South Carolina,0.75
